ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global
17826,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,2,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1996,,1,area,left bank,,1
17827,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,3,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1997,,1,area,left bank,,1
17828,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,4,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1998,,1,area,left bank,,1
17829,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,5,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1999,,1,area,left bank,,1
17830,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,6,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2000,,1,area,left bank,,1
17831,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,7,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2001,,1,area,left bank,,1
17832,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,8,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2002,,1,area,left bank,,1
17833,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,9,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2003,,1,area,left bank,,1
17834,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,10,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2004,,1,area,left bank,,1
17835,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,11,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2005,,1,area,left bank,,1
17836,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,12,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2006,,1,area,left bank,,1
17837,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,13,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2007,,1,area,left bank,,1
17838,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,14,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2008,,1,area,left bank,,1
17839,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,15,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2009,,1,area,left bank,,1
17840,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,16,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2010,,1,area,left bank,,1
17841,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,17,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2011,,1,area,left bank,,1
17842,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,18,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2012,,1,area,left bank,,1
17843,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,19,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2013,,1,area,left bank,,1
17844,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,20,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2014,,1,area,left bank,,1
17845,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,21,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2015,,1,area,left bank,,1
17846,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,22,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2016,,1,area,left bank,,1
17847,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,23,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2017,,1,area,left bank,,1
17848,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,24,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2018,,1,area,left bank,,1
17849,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,25,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2019,,1,area,left bank,,1
17850,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,1,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1995,,1,area,left bank,,1
17851,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,26,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2020,,1,area,left bank,,1
17852,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,2,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1996,,1,area,left bank,,1
17853,variation,,Chateau Lafite Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,12123123,,,,,,27,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2050,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2021,,1,area,left bank,,1
17854,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,3,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1997,,1,area,left bank,,1
17855,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,4,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1998,,1,area,left bank,,1
17856,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,5,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1999,,1,area,left bank,,1
17857,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,6,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2000,,1,area,left bank,,1
17858,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,7,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2001,,1,area,left bank,,1
17859,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,8,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2002,,1,area,left bank,,1
17860,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,9,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2003,,1,area,left bank,,1
17861,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,10,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2004,,1,area,left bank,,1
17862,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,11,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2005,,1,area,left bank,,1
17863,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,12,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2006,,1,area,left bank,,1
17864,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,13,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2007,,1,area,left bank,,1
17865,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,14,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2008,,1,area,left bank,,1
17866,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,15,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2009,,1,area,left bank,,1
17867,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,16,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2010,,1,area,left bank,,1
17868,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,17,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2011,,1,area,left bank,,1
17869,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,18,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2012,,1,area,left bank,,1
17870,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,19,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2013,,1,area,left bank,,1
17871,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,20,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2014,,1,area,left bank,,1
17872,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,21,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2015,,1,area,left bank,,1
17873,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,22,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2016,,1,area,left bank,,1
17874,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,23,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2017,,1,area,left bank,,1
17875,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,24,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2018,,1,area,left bank,,1
17876,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,25,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2019,,1,area,left bank,,1
17877,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,26,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2020,,1,area,left bank,,1
17878,variation,,Chateau Margaux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000004,,,,,,27,apellation,Margaux,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2054,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2021,,1,area,left bank,,1
17880,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,1,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1995,,1,area,left bank,,1
17881,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,2,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1996,,1,area,left bank,,1
17882,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,3,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1997,,1,area,left bank,,1
17883,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,4,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1998,,1,area,left bank,,1
17884,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,5,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1999,,1,area,left bank,,1
17885,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,6,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2000,,1,area,left bank,,1
17886,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,7,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2001,,1,area,left bank,,1
17887,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,8,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2002,,1,area,left bank,,1
17888,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,9,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2003,,1,area,left bank,,1
17889,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,10,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2004,,1,area,left bank,,1
17890,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,11,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2005,,1,area,left bank,,1
17891,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,12,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2006,,1,area,left bank,,1
17892,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,13,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2007,,1,area,left bank,,1
17893,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,14,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2008,,1,area,left bank,,1
17894,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,15,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2009,,1,area,left bank,,1
17895,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,16,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2010,,1,area,left bank,,1
17896,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,17,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2011,,1,area,left bank,,1
17897,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,18,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2012,,1,area,left bank,,1
17898,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,19,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2013,,1,area,left bank,,1
17899,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,20,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2014,,1,area,left bank,,1
17900,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,21,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2015,,1,area,left bank,,1
17901,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,22,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2016,,1,area,left bank,,1
17902,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,23,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2017,,1,area,left bank,,1
17903,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,24,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2018,,1,area,left bank,,1
17904,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,25,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2019,,1,area,left bank,,1
17905,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,26,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2020,,1,area,left bank,,1
17906,variation,,Chateau Mouton-Rothschild,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000003,,,,,,27,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2053,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2021,,1,area,left bank,,1
17907,variation,,Chateau Latour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000002,,,,,,1,apellation,Pauillac,,1,classification,1st Growth,,1,color,Red,,1,drinking_windows,2023-2052,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1995,,1,area,left bank,,1
